claim_no,policy_no,plate_no,source_file,class_of_business,vehicle_type_group,vehicle_type,accident_type,branch_name,sum_insured_numeric,reporting_lag_days,coverage_duration_days,is_comprehensive,policy_type,accident_date,notification_date,period_from,period_to,od_total,tp_bi_total,tp_pd_total,total_claim_severity,log_claim_severity
TSB/TPCL/007/24,TSB/MTT/0580/0623,02-00105 AF,July_2024,Private,Automobile,Automobile,Collision,Sarbet,0.0,2.0,364.0,0,TP_ONLY,2024-06-23 00:00:00,2024-06-25,2023-06-25,2024-06-23,0.0,0.0,28100.0,28100.0,10.243524855321835
TST /TPCL/001/24,TST/MTC/6675/0523,01-11537AA,January_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Sumale Tera,0.0,1.0,365.0,0,TP_ONLY,2024-01-08 00:00:00,2024-01-09,2023-05-19,2024-05-18,0.0,0.0,25739.13,25739.13,10.1557676810451
TST/MTC/001/23,TST/MTC/5838/1121,03-62299/18875ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,8000000.0,3.0,364.0,1,COMPREHENSIVE,2023-01-07 00:00:00,2023-01-10,2022-11-13,2023-11-12,20100.0,0.0,0.0,20100.0,9.908475094047168
TST/MTC/001/24,TST/MTC/4502/0919,03-A02726 ET,March_2025,Commercial,Bus_Minibus,Bus,Collision,Sumale Tera,7000000.0,0.0,365.0,1,COMPREHENSIVE,2024-01-17 00:00:00,2024-01-17,2023-09-24,2024-09-23,46000.0,0.0,0.0,46000.0,10.736396675471232
TST/MTC/001/25,TST/MTC/6383/1022,03-B55354AA,February_2025,Commercial,Pick_Up,P/Up,Collision,Sumale Tera,12000000.0,1.0,364.0,1,COMPREHENSIVE,2025-01-13 00:00:00,2025-01-14,2024-10-26,2025-10-25,313022.94,0.0,0.0,313022.94,12.65403175757148
TST/MTC/002/24,TST/MTC/3205/1117,03-A94513 ET,February_2025,Commercial,Bus_Minibus,Bus,Collision,Sumale Tera,5700000.0,2.0,365.0,1,COMPREHENSIVE,2024-01-27 00:00:00,2024-01-29,2023-11-30,2024-11-29,11250.0,0.0,0.0,11250.0,9.328123407632566
TST/MTC/003/24,TST/MTC/4595/1119,03-A03334/31866ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,10000000.0,178.0,365.0,1,COMPREHENSIVE,2024-02-06 00:00:00,2024-08-02,2023-11-26,2024-11-25,9950.0,0.0,0.0,9950.0,9.20532783015264
TST/MTC/004/24,TST/MTC/6356/1022,03-92940/33831ET,March_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,10000000.0,35.0,365.0,1,COMPREHENSIVE,2024-02-28 00:00:00,2024-04-03,2023-10-15,2024-10-14,15752.5,0.0,0.0,15752.5,9.664754361816213
TST/MTC/005/25,TST/MTC/5856/1121,03-A11681/33532ET,April_2025,Commercial,Truck,Tanker/Trailer,Collision,Sumale Tera,12400000.0,,364.0,1,COMPREHENSIVE,2025-12-06 00:00:00,2025-01-29,2024-11-16,2025-11-15,8855.75,0.0,0.0,8855.75,9.088822244541053
TST/MTC/006/25,TST/MTC/4595/1119,03-A01696/20080ET,March_2025,Commercial,Truck,Howo,Collision,Sumale Tera,2800000.0,0.0,364.0,1,COMPREHENSIVE,2025-05-02 00:00:00,2025-05-02,2024-11-26,2025-11-25,18594.96,0.0,0.0,18594.96,9.830645855240965
TST/MTC/007/25,TST/MTC/5838/1121,03-62329/18774 ET,April_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,9000000.0,30.0,393.0,1,COMPREHENSIVE,2025-09-03 00:00:00,2025-10-03,2024-11-13,2025-12-11,462511.82,0.0,0.0,462511.82,13.044427392364806
TST/MTC/008/24,TST/MTC/4516/1019,3-A02772 ET,February_2025,Public_Transport,Bus_Minibus,Bus,Collision,Sumale Tera,7000000.0,2.0,337.0,1,COMPREHENSIVE,2024-03-27 00:00:00,2024-03-29,2023-03-10,2024-02-10,12500.0,0.0,0.0,12500.0,9.433483923290392
TST/MTC/008/25,TST/MTC/7273/0325,03-96537AA,June_2025,Private,Pick_Up,P/Up,Collision,Sumale Tera,5000000.0,238.0,,1,COMPREHENSIVE,2025-03-10 00:00:00,2025-11-03,2025-09-03,,79300.0,0.0,0.0,79300.0,11.28099340762294
TST/MTC/009/24,TST/MTC/0325/0314,03-88523 AA,April_2025,Private,Pick_Up,P/Up,Collision,Sumale Tera,2400000.0,2.0,364.0,1,COMPREHENSIVE,2024-04-20 00:00:00,2024-04-22,2024-03-21,2025-03-20,467323.82,0.0,0.0,467323.82,13.054777701067982
TST/MTC/010/24,TST/MTC/2473/0317,03-88902/26964 ET,March_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,11000000.0,1.0,336.0,1,COMPREHENSIVE,2024-04-22 00:00:00,2024-04-23,2023-07-07,2024-06-07,167740.43,0.0,0.0,167740.43,12.030173004026231
TST/MTC/011/23,TST/MTC/4595/1119,03-A03329/31740ET,October_2024,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,7400000.0,4.0,364.0,1,COMPREHENSIVE,2023-03-17 00:00:00,2023-03-21,2022-11-26,2023-11-25,27802.5,0.0,0.0,27802.5,10.232881223692996
TST/MTC/012/23,TST/MTC/6128/0522,03-81799/25006ET,August_2024,Commercial,Truck,Tanker/Trailer,Collision,Sumale Tera,8500000.0,0.0,364.0,1,COMPREHENSIVE,2023-03-29 00:00:00,2023-03-29,2022-05-20,2023-05-19,812232.95,0.0,0.0,812232.95,13.607542462236854
TST/MTC/013/22,TST/MTC/2229/1216,03-30127AA,August_2024,Public_Transport,Pick_Up,Pick Up,Collision,Sumale Tera,600000.0,1.0,364.0,1,COMPREHENSIVE,2022-04-29 00:00:00,2022-04-30,2021-06-30,2022-06-29,35168.35,0.0,0.0,35168.35,10.467901809383124
TST/MTC/013/24,TST/MTC/2473/0317,03-88330/26958ET,March_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,11000000.0,95.0,336.0,1,COMPREHENSIVE,2024-05-02 00:00:00,2024-08-05,2023-07-07,2024-06-07,1525.0,0.0,0.0,1525.0,7.329749689041512
TST/MTC/014/23,TST/MTC/4595/1119,03-A03327/31738ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,7400000.0,0.0,364.0,1,COMPREHENSIVE,2023-04-05 00:00:00,2023-04-05,2022-11-26,2023-11-25,46845.6,0.0,0.0,46845.6,10.75461236650051
TST/MTC/014/24,TST/MTC/2473/0317,03-88333/26962ET,March_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,11000000.0,,336.0,1,COMPREHENSIVE,2004-05-02 00:00:00,2024-08-05,2023-07-07,2024-06-07,84250.0,0.0,0.0,84250.0,11.341543848214608
TST/MTC/016/23,TST/MTC/4502/0919,03-A02755ET,February_2025,Public_Transport,Bus_Minibus,Bus,Collision,Sumale Tera,6500000.0,3.0,364.0,1,COMPREHENSIVE,2023-04-08 00:00:00,2023-04-11,2022-09-24,2023-09-23,56000.0,0.0,0.0,56000.0,10.933106969717286
TST/MTC/016/24,TST/MTC/6910/0124,03-A24374/36639 ET,August_2024,Commercial,Truck,Truck,Collision,Sumale Tera,14200000.0,0.0,365.0,1,COMPREHENSIVE,2024-05-24 00:00:00,2024-05-24,2024-01-13,2025-01-12,7747864.5,0.0,0.0,7747864.5,15.862927814972
TST/MTC/017/24,TST/MTC/6910/0124,03-A24376/36641ET,August_2024,Commercial,Truck,Truck,Collision,Sumale Tera,9500000.0,0.0,365.0,1,COMPREHENSIVE,2024-06-03 00:00:00,2024-06-03,2024-01-13,2025-01-12,2064790.0,0.0,0.0,2064790.0,14.540539084290735
TST/MTC/019/23,TST/MTC/5992/0222,03-A10062/20080ET,June_2025,Commercial,Truck,Truck/Trailer,Overturning,Sumale Tera,8700000.0,1.0,152.0,1,COMPREHENSIVE,2023-05-02 00:00:00,2023-05-03,2023-02-05,2023-07-07,101445.44,0.0,0.0,101445.44,11.527276395993388
TST/MTC/019/24,TST/MTC/4502/0919,03-A02726 ET,August_2024,Public_Transport,Bus_Minibus,Bus,Collision,Sumale Tera,7000000.0,1.0,577.0,1,COMPREHENSIVE,2024-06-09 00:00:00,2024-06-10,2023-02-24,2024-09-23,70365.0,0.0,0.0,70365.0,11.161451259430669
TST/MTC/020/24,TST/MTC/5939/0122,02-B14506 AA,October_2024,Commercial,Pick_Up,P/Up,Collision,Sumale Tera,1800000.0,,365.0,1,COMPREHENSIVE,2024-06-25 00:00:00,2024-06-22,2024-01-24,2025-01-23,52180.5,0.0,0.0,52180.5,10.86246414086022
TST/MTC/021/24,TST/MTC/0370/0414,03-62635/19321 ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,8500000.0,1.0,364.0,1,COMPREHENSIVE,2024-07-07 00:00:00,2024-07-08,2024-04-24,2025-04-23,345.0,0.0,0.0,345.0,5.84354441703136
TST/MTC/027/24,TST/MTCL/4595/1119,03-A03334/31866ET,October_2024,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,10000000.0,0.0,335.0,1,COMPREHENSIVE,2024-02-08 00:00:00,2024-02-08,2024-07-07,2025-06-07,131377.5,0.0,0.0,131377.5,11.785830137493912
TST/MTC/029/22,TST/MTC/2473/0317,03-88330/26958ET,August_2024,Commercial,Truck,Truck/Trailer,Overturning,Sumale Tera,6800000.0,1.0,364.0,1,COMPREHENSIVE,2022-07-15 00:00:00,2022-07-16,2022-03-14,2023-03-13,15580.0,0.0,0.0,15580.0,9.65374331942474
TST/MTC/029/23,TST/MTC/4595/1119,03-A03328/31739 ET,March_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,7400000.0,2.0,364.0,1,COMPREHENSIVE,2023-08-12 00:00:00,2023-08-14,2022-11-26,2023-11-25,17637.5,0.0,0.0,17637.5,9.77778259616107
TST/MTC/029/24,TST/MTC/6027/0322,03-80467/24381ET,February_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,11500000.0,2.0,335.0,1,COMPREHENSIVE,2024-08-24 00:00:00,2024-08-26,2024-07-03,2025-06-03,74125.0,0.0,0.0,74125.0,11.213508136300026
TST/MTC/031/24,TST/MTC/2473/0317,03-88901/26963 ET,March_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,11000000.0,2.0,335.0,1,COMPREHENSIVE,2024-09-07 00:00:00,2024-09-09,2024-07-07,2025-06-07,68400.0,0.0,0.0,68400.0,11.13312810361064
TST/MTC/032/23,TST/MTC/3205/1117,03-94511 ET,August_2024,Public_Transport,Bus_Minibus,Bus,Collision,Sumale Tera,3500000.0,0.0,364.0,1,COMPREHENSIVE,2023-09-05 00:00:00,2023-09-05,2022-11-30,2023-11-29,16375.0,0.0,0.0,16375.0,9.703511060503452
TST/MTC/032/24,TST/MTC/032/24,03-50215/16812ET,June_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,7500000.0,3.0,335.0,1,COMPREHENSIVE,2024-09-18 00:00:00,2024-09-21,2024-07-07,2025-06-07,70200.0,0.0,0.0,70200.0,11.159103590013904
TST/MTC/033/24,TST/MTC/2473/0317,03-87723/26953 ET,February_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,11000000.0,2.0,335.0,1,COMPREHENSIVE,2024-09-21 00:00:00,2024-09-23,2024-07-07,2025-06-07,14269.0,0.0,0.0,14269.0,9.565844630930576
TST/MTC/035/24,TST/MTP/3428/0218,03-A51858AA,March_2025,Private,Automobile,Automobile,Collision,Sumale Tera,2500000.0,4.0,365.0,1,COMPREHENSIVE,2024-09-28 00:00:00,2024-10-02,2024-02-29,2025-02-28,10000.0,0.0,0.0,10000.0,9.210340371976184
TST/MTC/036/23,TST/MTC/4595/1119,03-A03334/31744 ET,July_2024,Commercial,Automobile,Automobile,Fire,Sumale Tera,7400000.0,3.0,364.0,1,COMPREHENSIVE,2023-10-06 00:00:00,2023-10-09,2022-11-26,2023-11-25,2042500.0,0.0,0.0,2042500.0,14.529685105716297
TST/MTC/039/22,TST/MTP/5584/0521,02-A99206AA,August_2024,Private,Automobile,Landrover,Collision,Sumale Tera,4000000.0,1.0,364.0,1,COMPREHENSIVE,2022-09-05 00:00:00,2022-09-06,2022-05-27,2023-05-26,35734.18,0.0,0.0,35734.18,10.48386293269988
TST/MTC/039/23,TST/MTC/6128/0522,03-81798/25008 ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,10000000.0,0.0,365.0,1,COMPREHENSIVE,2023-10-14 00:00:00,2023-10-14,2023-05-20,2024-05-19,17000.0,0.0,0.0,17000.0,9.740968623038354
TST/MTC/039/24,TST/MTC/1294/1215,03-A01669/16808ET,June_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,8800000.0,1.0,365.0,1,COMPREHENSIVE,2024-10-20 00:00:00,2024-10-21,2023-11-26,2024-11-25,107544.13,0.0,0.0,107544.13,11.585656553940916
TST/MTC/040/23,TST/MTC/5993/0222,03-79723/24203 ET,August_2024,Commercial,Truck,Tanker/Trailer,Collision,Sumale Tera,10000000.0,0.0,364.0,1,COMPREHENSIVE,2023-10-20 00:00:00,2023-10-20,2023-02-11,2024-02-10,14165.7,0.0,0.0,14165.7,9.558578828622148
TST/MTC/041/24,TST/MTC/4595/1119,03-A03365/31750ET,June_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,9800000.0,0.0,365.0,1,COMPREHENSIVE,2024-11-04 00:00:00,2024-11-04,2023-11-26,2024-11-25,112550.0,0.0,0.0,112550.0,11.631152846334878
TST/MTC/045/24,TST/MTP/3428/0218,02-51858AA,March_2025,Private,Automobile,Automobile,Collision,Sumale Tera,2500000.0,1.0,365.0,1,COMPREHENSIVE,2024-11-22 00:00:00,2024-11-23,2024-02-29,2025-02-28,52500.0,0.0,0.0,52500.0,10.868568448579715
TST/MTC/046/24,TST/MTC/1294/1215,03-50215/16812ET,June_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,7500000.0,0.0,335.0,1,COMPREHENSIVE,2024-11-26 00:00:00,2024-11-26,2024-07-07,2025-06-07,36000.0,0.0,0.0,36000.0,10.491274217438248
TST/MTC/048/23,TST/MTC/2473/0317,03-88331/26961ET,July_2024,Commercial,Automobile,Automobile,Overturning,Sumale Tera,11000000.0,,365.0,1,COMPREHENSIVE,2023-12-05 00:00:00,2023-02-05,2023-07-07,2024-07-06,4825802.67,0.0,0.0,4825802.67,15.389487635396202
TST/MTC/049/24,TST/MTC/2473/0317,03-88907/26969ET,February_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,11000000.0,1.0,335.0,1,COMPREHENSIVE,2024-12-22 00:00:00,2024-12-23,2024-07-07,2025-06-07,30500.0,0.0,0.0,30500.0,10.325481962595504
TST/MTC/050/24,TST/MTC/2473/317,03-88330/26958ET,March_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,11000000.0,3.0,335.0,1,COMPREHENSIVE,2024-12-24 00:00:00,2024-12-27,2024-07-07,2025-06-07,70200.0,0.0,0.0,70200.0,11.159103590013904
TST/MTCL/0008/21,TST/MTC/5318/1220,02-B69893 AA,August_2024,Commercial,Pick_Up,P/Up,Collision,Sumale Tera,2403500.0,3.0,364.0,1,COMPREHENSIVE,2021-01-17 00:00:00,2021-01-20,2020-12-20,2021-12-19,11827.76,0.0,1400.0,13227.76,9.490072930604766
TST/MTCL/0012/21,TST/MTT/2654/0517,02-A99872 AA,February_2025,Private,Automobile,Automobile,Collision,Sumale Tera,0.0,13.0,364.0,0,TP_ONLY,2021-01-09 00:00:00,2021-01-22,2020-06-04,2021-06-03,0.0,0.0,1945.0,1945.0,7.573017256052546
TST/MTCL/0052/21,TST/MTC/2302/0117,03-86989/26710 ET,October_2024,Commercial,Truck,Truck/Trailer,Overturning,Sumale Tera,2200000.0,3.0,364.0,1,COMPREHENSIVE,2021-03-14 00:00:00,2021-03-17,2021-01-13,2022-01-12,14478.96,0.0,0.0,14478.96,9.580451840155876
TST/MTCL/0176/21,TMN/MTC/1294/1215,03-16812 ET,August_2024,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,3500000.0,2.0,364.0,1,COMPREHENSIVE,2021-10-06 00:00:00,2021-10-08,2020-12-14,2021-12-13,489606.09,0.0,0.0,489606.09,13.101356448828383
TST/MTCL/0187/21,TST/MTC/1051/1015,03-74874/22475ET,July_2024,Commercial,Automobile,Automobile,Collision,Sumale Tera,7000000.0,0.0,364.0,1,COMPREHENSIVE,2021-10-20 00:00:00,2021-10-20,2021-07-31,2022-07-30,46080.0,0.0,0.0,46080.0,10.738134295369774
TST/MTCL/0197/21,TST/MTC/5533/0421,02-A58815 AA,June_2025,Commercial,Pick_Up,Pick Up,Collision,Sumale Tera,1500000.0,1.0,364.0,1,COMPREHENSIVE,2021-10-25 00:00:00,2021-10-26,2021-04-28,2022-04-27,3916.0,0.0,0.0,3916.0,8.272826003650401
TST/MTP/001/25,TST/MTC/7211/0125,03-B56623AA,February_2025,Public_Transport,Automobile,Automobile,Collision,Sumale Tera,1800000.0,3.0,364.0,1,COMPREHENSIVE,2025-01-05 00:00:00,2025-01-08,2025-01-03,2026-01-02,121393.55,0.0,0.0,121393.55,11.706793026047809
TST/MTP/003/25,TST/MTC/5767/0921,03-66185 ET ,March_2025,Public_Transport,Bus_Minibus,Bus,Collision,Sumale Tera,4000000.0,0.0,365.0,1,COMPREHENSIVE,2025-01-31 00:00:00,2025-01-31,2024-02-16,2025-02-15,421481.5,0.0,0.0,421481.5,12.95153116459486
TST/MTP/004/25,TST/MTP/6936/0224,02-C48999AA,March_2025,Commercial,Automobile,Automobile,Collision,Sumale Tera,4500000.0,0.0,365.0,1,COMPREHENSIVE,2025-02-07 00:00:00,2025-02-07,2024-02-10,2025-02-09,35000.0,0.0,0.0,35000.0,10.46310334047155
TST/MTP/005/25,TST/MTC/6926/0124,03-77494 ET,March_2025,Commercial,Truck,Tipper,Collision,Sumale Tera,3500000.0,,364.0,1,COMPREHENSIVE,2025-02-15 00:00:00,,2025-01-28,2026-01-27,37561.65,0.0,0.0,37561.65,10.533738862069775
TST/MTP/006/25,TST/MTC/6195/0622,03-B45511AA,March_2025,Public_Transport,Automobile,Automobile,Collision,Sumale Tera,2600000.0,1.0,364.0,1,COMPREHENSIVE,2025-02-19 00:00:00,2025-02-20,2024-06-28,2025-06-27,54138.7,0.0,0.0,54138.7,10.8993045510588
TST/MTP/007/24,TST/MTC/6681/0523,03-41151ET,August_2024,Commercial,Truck,Truck,Collision,Sumale Tera,3000000.0,0.0,365.0,1,COMPREHENSIVE,2024-02-16 00:00:00,2024-02-16,2023-05-25,2024-05-24,58940.0,0.0,0.0,58940.0,10.984275256291683
TST/MTP/008/25,TST/MTP/008/25,02-A56142AA,May_2025,Commercial,Automobile,Automobile,Collision,Sumale Tera,850000.0,0.0,364.0,1,COMPREHENSIVE,2025-03-12 00:00:00,2025-03-12,2025-03-01,2026-02-28,35164.5,0.0,0.0,35164.5,10.467792329957682
TST/MTP/009/25,TST/MTP/7084/0924,02-B80599AA,April_2025,Commercial,Automobile,Automobile,Collision,Sumale Tera,2600000.0,1.0,364.0,1,COMPREHENSIVE,2025-03-14 00:00:00,2025-03-15,2024-09-10,2025-09-09,4642.66,0.0,0.0,4642.66,8.443042756822537
TST/MTP/010/25,TST/MTP/7005/0624,02-C08949AA,June_2025,Commercial,Automobile,Automobile,Collision,Sumale Tera,2500000.0,1.0,364.0,1,COMPREHENSIVE,2025-04-08 00:00:00,2025-04-09,2024-06-02,2025-06-01,18250.0,0.0,0.0,18250.0,9.811920359010635
TST/MTP/011/25,TST/MTP/7236/0225,03-A33443ET,April_2025,Commercial,Truck,Truck,Collision,Sumale Tera,9000000.0,0.0,364.0,1,COMPREHENSIVE,2025-04-14 00:00:00,2025-04-14,2025-02-12,2026-02-11,659269.56,0.0,0.0,659269.56,13.39888777385502
TST/MTP/012/25,TST/MTP/7063/0824,03-B72344AA,May_2025,Private,Automobile,Automobile,Collision,Sumale Tera,3300000.0,4.0,364.0,1,COMPREHENSIVE,2025-04-11 00:00:00,2025-04-15,2024-08-18,2025-08-17,100031.28,0.0,0.0,100031.28,11.513238216058507
TST/MTP/014/22,TST/MTC/4834/0220,03-A88835 AA,August_2024,Public_Transport,Automobile,Automobile,Collision,Sumale Tera,600000.0,2.0,365.0,1,COMPREHENSIVE,2022-02-03 00:00:00,2022-02-05,2020-02-18,2021-02-17,4657.5,0.0,0.0,4657.5,8.446234102475744
TST/MTP/014/25,TST/MTC/6881/1223,03-94523 ET,June_2025,Commercial,Truck,Thanker,Collision,Sumale Tera,5000000.0,0.0,364.0,1,COMPREHENSIVE,2025-04-28 00:00:00,2025-04-28,2024-12-19,2025-12-18,50255.0,0.0,0.0,50255.0,10.82486532345884
TST/MTP/016/25,TST/MTC/6969/0324,03-69331/20061ET,May_2025,Commercial,Truck,Trucker,Overturning,Sumale Tera,2900000.0,1.0,366.0,1,COMPREHENSIVE,2025-05-01 00:00:00,2025-05-02,2025-04-03,2026-04-04,90200.0,0.0,0.0,90200.0,11.409784706050717
TST/MTP/017/25,TST/MTC/6865/1223,03-24870ET,June_2025,Commercial,Truck,Truck,Collision,Sumale Tera,8000000.0,0.0,364.0,1,COMPREHENSIVE,2025-05-28 00:00:00,2025-05-28,2024-12-06,2025-12-05,185350.0,0.0,0.0,185350.0,12.13000120857888
TST/MTP/018/24,TST/MTC/2267/0117,03-86176/26491ET,August_2024,Commercial,Truck,Sino Truck,Overturning,Sumale Tera,5000000.0,2.0,365.0,1,COMPREHENSIVE,2024-04-27 00:00:00,2024-04-29,2024-01-04,2025-01-03,5148585.53,0.0,0.0,5148585.53,15.454232580546568
TST/MTP/021/24,TST/MTC/5750/0921,03-24374/36639ET,August_2024,Commercial,Truck,Tanker/Trailer,Collision,Sumale Tera,6000000.0,0.0,365.0,1,COMPREHENSIVE,2024-05-24 00:00:00,2024-05-24,2023-09-05,2024-09-04,55643.21,0.0,0.0,55643.21,10.926715336680934
TST/MTP/023/23,TST/MTP/5817/1021,02-A19936AA,January_2025,Private,Automobile,Automobile,Collision,Sumale Tera,600000.0,1.0,364.0,1,COMPREHENSIVE,2023-05-02 00:00:00,2023-05-03,2022-10-24,2023-10-23,15061.5,0.0,0.0,15061.5,9.6198970979876
TST/MTP/024/24,TST/MTC/6982/0424,03-A28068/37699 E.T,August_2024,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,14000000.0,0.0,364.0,1,COMPREHENSIVE,2024-08-01 00:00:00,2024-08-01,2024-04-24,2025-04-23,1669825.0,0.0,0.0,1669825.0,14.328229388482876
TST/MTP/025/24,TST/MTC/6195/0622,03-B45511 AA,August_2024,Public_Transport,Automobile,Automobile,Collision,Sumale Tera,2600000.0,0.0,364.0,1,COMPREHENSIVE,2024-08-05 00:00:00,2024-08-05,2024-06-28,2025-06-27,170139.1,0.0,0.0,170139.1,12.044371616754512
TST/MTP/028/24,TST/MTP/6199/0622,02-C03029 AA,October_2024,Private,Not_Specified,Not_Specified,Collision,Sumale Tera,2700000.0,1.0,364.0,1,COMPREHENSIVE,2024-09-24 00:00:00,2024-09-25,2024-06-24,2025-06-23,8500.0,0.0,0.0,8500.0,9.047821442478408
TST/MTP/031/24,TST/MTC/7047/0724,03-49843 E.T,January_2025,Commercial,Truck,Tipper Truck,Collision,Sumale Tera,3000000.0,0.0,570.0,1,COMPREHENSIVE,2024-10-25 00:00:00,2024-10-25,2024-01-08,2025-07-31,161765.0,0.0,0.0,161765.0,11.993899943766705
TST/MTP/033/24,TST/MTP/033/24,03-26804-OR,February_2025,Public_Transport,Bus_Minibus,Mini Bus,Collision,Sumale Tera,1700000.0,1.0,364.0,1,COMPREHENSIVE,2024-10-30 00:00:00,2024-10-31,2024-10-15,2025-10-14,5405.0,0.0,0.0,5405.0,8.595079730073309
TST/MTP/036/24,TST/MTC/6195/0622,03-B45511AA,January_2025,Private,Bus_Minibus,Car Hire,Flying_Object,Sumale Tera,2600000.0,1.0,364.0,1,COMPREHENSIVE,2024-12-12 00:00:00,2024-12-13,2024-06-28,2025-06-27,9500.0,0.0,0.0,9500.0,9.159047077588632
TST/MTP/053/23, TST/MTP/6242/0722 ,02-B77353AA,April_2025,Private,Automobile,Automobile,Collision,Sumale Tera,4500000.0,0.0,365.0,1,COMPREHENSIVE,2023-09-07 00:00:00,2023-09-07,2023-07-23,2024-07-22,35232.17,0.0,0.0,35232.17,10.469714864669712
TST/MTP/061/23,TST/MTC/4977/0620,3-A96915AA,January_2025,Commercial,Automobile,Automobile,Collision,Sumale Tera,2000000.0,1.0,365.0,1,COMPREHENSIVE,2023-10-16 00:00:00,2023-10-17,2023-07-11,2024-07-10,31877.77,0.0,0.0,31877.77,10.369664180645756
TST/MTP/068/23,TST/MTP/6242/0722,02-B77358AA,April_2025,Private,Automobile,Automobile,Collision,Sumale Tera,4500000.0,4.0,365.0,1,COMPREHENSIVE,2023-11-23 00:00:00,2023-11-27,2023-07-23,2024-07-22,83289.14,0.0,0.0,83289.14,11.330073447506887
TST/MTP/071/23,TST/MTP/6433/1122,02-C21054AA,August_2024,Private,Automobile,Automobile,Collision,Sumale Tera,5800000.0,1.0,365.0,1,COMPREHENSIVE,2023-12-01 00:00:00,2023-12-02,2023-11-29,2024-11-28,33755.0,0.0,0.0,33755.0,10.426883833475973
TST/MTP/075/22,,02-A86724AA,September_2024,Private,Automobile,Automobile,Collision,Sumale Tera,1100000.0,0.0,364.0,1,COMPREHENSIVE,2022-11-15 00:00:00,2022-11-15,2022-09-18,2023-09-17,206382.75,0.0,0.0,206382.75,12.237487733515517
TST/TPCL/001/25,TST/MTC/7211/0125,03-B56623 AA,March_2025,Public_Transport,Automobile,Automobile,Collision,Sumale Tera,0.0,4.0,364.0,0,TP_ONLY,2025-01-05 00:00:00,2025-01-09,2025-01-03,2026-01-02,0.0,0.0,103564.98,103564.98,11.54795452077417
TST/TPCL/002/25,TST/MTT6768/0823,03-B51555AA,January_2025,Commercial,Automobile,Automobile,Collision,Sumale Tera,0.0,,364.0,0,TP_ONLY,2025-09-01 00:00:00,,2024-08-30,2025-08-29,0.0,0.0,24400.0,24400.0,10.102338411281291
TST/TPCL/003/25,TST/MTC/7116/1024,03-84504/25912 ET,June_2025,Commercial,Truck,Truck/Trailer,Collision,Sumale Tera,0.0,2.0,364.0,0,TP_ONLY,2025-01-09 00:00:00,2025-01-11,2024-10-04,2025-10-03,0.0,0.0,34611.3,34611.3,10.45193549732242
TST/TPCL/006/23,TST/MTT/2723/0617,02-A40772AA,July_2024,Private,Automobile,Automobile,Collision,Sumale Tera,0.0,7.0,364.0,0,TP_ONLY,2023-01-16 00:00:00,2023-01-23,2022-06-29,2023-06-28,0.0,0.0,34719.5,34719.5,10.455056767748934
TST/TPCL/007/25,TST/MTT/2524/0317,03-51857 ET,June_2025,Commercial,Truck,Tipper,Collision,Sumale Tera,0.0,3.0,364.0,0,TP_ONLY,2025-02-03 00:00:00,2025-02-06,2024-04-19,2025-04-18,0.0,0.0,64452.72,64452.72,11.07368721073514
TST/TPCL/009/25,TST/MTC/6303/0622,3-83302 OR,March_2025,Public_Transport,Bus_Minibus,M/Bus,Collision,Sumale Tera,0.0,9.0,364.0,0,TP_ONLY,2025-02-03 00:00:00,2025-02-12,2024-09-18,2025-09-17,0.0,0.0,33000.0,33000.0,10.404262840448617
TST/TPCL/013/25,TST/MTT/6674/0523,03-A98963 AA,March_2025,Commercial,Pick_Up,Pick Up,Collision,Sumale Tera,0.0,1.0,364.0,0,TP_ONLY,2025-02-24 00:00:00,2025-02-25,2024-05-17,2025-05-16,0.0,0.0,36500.0,36500.0,10.505067539570582
